,label,sentence,len_sentence
1534,2,"Chefs prepare food on a grill in front of their customers. Based on that information, is the claim The chefs are making food for themselves. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1535,1,"A bald, black man wearing safety glasses and a long-sleeved black shirt is using a pick and hammer to sculpt a sizable rock into art. Based on that information, is the claim A black man with no hair is wearing his safety glasses around his neck. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",70
1536,1,"Three men are sitting on a beach dressed in orange with refuse carts in front of them. Based on that information, is the claim Inmates are cleaning up a beach. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1537,0,"Three people are walking on a beach. Based on that information, is the claim There are people at the beach. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1538,2,"A brown dog and black and white dog run along the green grass. Based on that information, is the claim Two squirrels run after acorns in the grass. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1539,1,"A man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand. Based on that information, is the claim a man holds a comb on a box ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1540,1,"A group of children sitting on the ground laughing as another boy jumps over the group. Based on that information, is the claim They are playing a game. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1541,0,"A small dog watches two big dogs playing rough in a field. Based on that information, is the claim A few dogs are playing outsides. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1542,0,"Five people standing under a tent-like structure celebrating the 25th Annual Longboard Classic. Based on that information, is the claim People are celebrating. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1543,2,"A group of African Americans getting ready to eat. Based on that information, is the claim An outdoor concert at the park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1544,1,"Group of people standing and sitting in a field of grass. Based on that information, is the claim They are at the park ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1545,2,"Two people are walking through a path with branches from neighboring trees overhead. Based on that information, is the claim A couple is writing a letter to their landlord. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1546,1,"The young man is sitting on a couch smoking a cigarette. Based on that information, is the claim A young man drinking a beer ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1547,2,"Cheerleaders standing on a football field. Based on that information, is the claim Cheerleaders are standing on a bridge. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1548,0,"Coach talks with football player, other players and crowd in background. Based on that information, is the claim A football coach talks with his player in front of the team and the crowd ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1549,0,"A man with a beer in his hand listens to a woman talk. Based on that information, is the claim A man has a beer with him. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1550,0,"a young woman siting on a park bench in the sun. Based on that information, is the claim A young woman is sitting down ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1551,0,"A blond woman sits on a park bench while wearing a brown tank top and olive green shorts. Based on that information, is the claim A blonde woman sits on a bench outside in a park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1552,1,"A woman carrying a large package on her head walks in front of a building plastered with Portuguese posters advertising a concert. Based on that information, is the claim A Brazilian woman carries groceries home. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1553,0,"A cheerleader in a tight red and white uniform is passing out white t-shirts at a sporting event. Based on that information, is the claim A cheerleader passes out shirts ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1554,2,"Crowd cheerleaders dressed in red, white, and blue smile as they pass out rolled up t-shirts to a full stadium of people. Based on that information, is the claim Players pass out footballs to the crowd ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1555,2,"A brown dog races through a field. Based on that information, is the claim A dog is barking out of the window. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1556,2,"A dog running in long grass, a housing development behind it. Based on that information, is the claim A pet is sleeping by the fireplace. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1557,0,"An old Indian man dressed in rags sleeps on the ground using his backpack as a pillow. Based on that information, is the claim An old Indian man is sleep ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1558,2,"A Vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder. Based on that information, is the claim Nobody is carrying anything ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1559,1,"Two girls feeding a horse an apple. Based on that information, is the claim Two girls are getting ready to ride horses. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1560,0,"A man playing cricket Based on that information, is the claim someone plays a game ""Entailment"", ""Contradiction"", or ""Inconclusive""?",32
1561,1,"A man in a blue jogging suit is running on the sidewalk in front of a painting. Based on that information, is the claim The man is sweating from his run. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1562,2,"A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team. Based on that information, is the claim The basketball player is stretching on the sidelines. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1563,0,"One man, shirtless, and a woman, clothed, jumping in the water. Based on that information, is the claim Two people are about to be in water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1564,2,"A small, pale bird bends down to examine a crumb. Based on that information, is the claim The bird is in the air. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1565,0,"A rugby player running the ball between two downed opponents. Based on that information, is the claim Some people are playing rugby. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1566,0,"A person walks outside carrying a bag, while a young girl in pink walks behind her. Based on that information, is the claim A person carrying a bag with a girl behind her ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1567,2,"A clown performs in a park among other people. Based on that information, is the claim A killer seeks prey. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1568,2,"A man in a suit speaking to a seated woman. Based on that information, is the claim A man in a costume speaking to another man. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1569,2,"A young boy using a spatula to handle meat on a grill. Based on that information, is the claim A young boy is grilling vegetables. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1570,2,"A man is making a phone call. Based on that information, is the claim A man is sleeping on a cot. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1571,0,"A woman is taking a picture of a man. Based on that information, is the claim A female is near a male. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1572,1,"A man is ducking down between the red tulips in a flower field. Based on that information, is the claim The man is hiding from his friend. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1573,2,"A lady, dressed in a costume, is posing with an axe in the middle of the woods. Based on that information, is the claim A lady with an axe is standing in the middle of a crowded mall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1574,0,"Two people connected to ropes wearing bright orange helmets are sitting on a rocky crag high in the mountains. Based on that information, is the claim People rock climb with rope. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1575,0,"A woman lowering ballast on a boat. Based on that information, is the claim The woman is adjusting the boat. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1576,2,"Two hikers are backpacking up a snow slope. Based on that information, is the claim Two people are hiking with backpacks on in warm weather. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1577,0,"Two mountaineers are walking across a snowcapped mountain. Based on that information, is the claim Two mountaineers walking on a mountain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1578,2,"A dark-skinned person, crouched while painting a sign. Based on that information, is the claim A white man is painting his house. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1579,1,"A bald person in green clothing stands in front of a brick wall. Based on that information, is the claim A man poses for a picture. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1580,2,"A young man is playing a blue guitar. Based on that information, is the claim An old man plays the violin to a group of people. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1581,2,"A man wearing black pants and a helmet is riding a brown horse. Based on that information, is the claim A man is riding a mammoth. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1582,2,"People waiting in line in a snowstorm. Based on that information, is the claim People are waiting in a line during a scorching drought. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1583,0,"Xylophonists play in a dark setting. Based on that information, is the claim someone who plays a xylophone ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1584,0,"Athletic men in matching black pants performing under the spotlight. Based on that information, is the claim The men are wearing black pants. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1585,0,"a small brown and white dog swimming through the pool next to a man. Based on that information, is the claim A man and a small multicolored dog are in the water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1586,2,"Children nap on a floor while others stand by. Based on that information, is the claim Children are playing childish games while others stand by. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1587,1,"A woman wearing white and black carries a serving tray. Based on that information, is the claim A woman is carrying a serving tray filled with tiny sandwiches. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1588,1,"A girl playing soccer in a green field with some trees in the background. Based on that information, is the claim The girl plays soccer with some friends. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1589,0,"A black dog is running through a marsh-like area. Based on that information, is the claim A dog is running through a marshy area. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1590,2,"Two men are boxing in fighting arena. Based on that information, is the claim Two women are fighting. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1591,2,"A guy in a bright green hoodie is crossing a crosswalk while looking at an accident between some cars and a bike. Based on that information, is the claim A guy looks upon a collision between motorboats. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1592,2,"A man tests model airplanes in an open field. Based on that information, is the claim A man is mowing his lawn. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1593,1,"Three guys in red uniforms celebrating a goal in a soccer game. Based on that information, is the claim Three men in red uniforms celebrating a goal in front of a crowd at a soccer stadium. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1594,1,"A young boy and an adult man looking at ducks in a pond. Based on that information, is the claim The boy and his dad walk along the edge of the pond. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1595,0,"A little boy punching out flashcards from the cardboard they came in. Based on that information, is the claim A boy holds some flashcards in his hands ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1596,1,"A young woman dressed in black attaches bags full of flowers to a bicycle. Based on that information, is the claim The flowers are lilacs. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1597,1,"Two men are interacting with some sort of mechanical contraption that is mounted on a wall. Based on that information, is the claim Two men are late for work. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1598,2,"The Man is outside on the beach walking his dog. Based on that information, is the claim The man and his dog are taking a boat ride. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1599,0,"A group of adults standing up with children in sports attire kneeling on the ground. Based on that information, is the claim A group of adults and kids. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1600,1,"A man in a black shirt is about to cross the road while on his cellphone, another man is laying on the ground while a lady in the background watches. Based on that information, is the claim There is a busy intersection with a homeless man on the ground. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",69
1601,0,"A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street. Based on that information, is the claim A man is prone on the street while another man stands next to him. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
1602,0,"A girl in black pants doing exercises. Based on that information, is the claim A girl moving her muscles to get exercise in. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1603,0,"Family gathered together in a house enjoying each other company. Based on that information, is the claim A family is enjoying a night at home. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1604,0,"The blond boy is riding roller-coaster with his mouth wide open. Based on that information, is the claim a boy riding a roller-coaster ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1605,2,"A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him. Based on that information, is the claim There is a dog doing the moonwalk in the background. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1606,1,"Two men stand near a piece of large machinery. Based on that information, is the claim The men are operating a machine ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1607,0,"Two men help each other cut a sheet of plastic. Based on that information, is the claim Two men cut some plastic. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1608,2,"A female swimmer wearing a swimming cap does the butterfly stroke. Based on that information, is the claim A woman is sitting beside a pool. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1609,0,"Two girls aboard an amusement park ride. Based on that information, is the claim Two girls ride an amusement park ride. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1610,2,"A woman in a long, dark coat looks through trashcans in Winter. Based on that information, is the claim A woman is standing by a fire pit. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1611,0,"A woman with a blue hat is taking photos in an area covered in brush. Based on that information, is the claim The woman is holding a camera. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1612,0,"Two boys in running clothes stretching. Based on that information, is the claim The boys are stretching. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
1613,1,"Three women sit at a table, taking notes from three identical magazines. Based on that information, is the claim Three college women are studing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1614,2,"a soccer player wearing a red uniform walks off the field after a game near a parking lot. Based on that information, is the claim A soccer player kicks and scores a goal. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1615,1,"A bald man with a white shirt and watch eating food and drinking wine. Based on that information, is the claim The man is homeless. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1616,0,"Three children, two boys and a girl, are playing with the swings on a playground with residential houses in the background. Based on that information, is the claim The children are less than 20 yrs old. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1617,2,"A rocker standing with one foot on the stage holding the microphone attached to the stand over his head. Based on that information, is the claim A man is sound checking his guitar in the back room before a gig. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
1618,1,"Expert snowboard is trying a new trick. Based on that information, is the claim The person is snowboarding on top of a mountain. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1619,0,"A skateboarder does a trick in midair. Based on that information, is the claim A person skate boarding. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1620,2,"Young person in black next to an older person in black and white polka dot. Based on that information, is the claim A young person in white next to an older person. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1621,2,"Two young girls show prints of a line drawing of an animal. Based on that information, is the claim Two young boys show prints of a line drawing of inanimate objects. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1622,0,"Two women are reading, one woman has a magazine with a Dior ad on the back of it, while the other woman is reading fro ma hard cover book. Based on that information, is the claim Two women are reading, one has a magazine, while the other has a book. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",74
1623,0,"Several adults look on while a young girl plays in a ball pit. Based on that information, is the claim A young girl is playing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1624,0,"A woman with a bag, talking on her cellphone, standing on the corner of the street, waiting to cross. Based on that information, is the claim A woman is holding her bag and talking. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1625,2,"Blond-haired girl wearing a bicycle helmet, a black t-shirt that reads ""Twizzlers"" and a printed dog tag necklace around her neck. Based on that information, is the claim two men pose in suits ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1626,1,"Firemen stand outside of their firetruck with all its lights on. Based on that information, is the claim Tall firemen stand outside of their firetruck with all its lights on. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1627,1,"This man dressed in white pants and blue shirt, is standing on a ledge in the snow. Based on that information, is the claim A man is getting ready to shovel the snow so he can park his car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1628,0,"A crowd watching a skateboarder. Based on that information, is the claim A person is skateboarding ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1629,0,"A man holding a briefcase on a subway. Based on that information, is the claim A man holds a briefcase. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1630,1,"A young barefoot girl wearing a helmet walks down a mossy covered fallen down tree. Based on that information, is the claim A young bicycle rider walks on top of a downed tree for fun. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1631,1,"A young girl in a helmet walks barefoot across a mossy tree trunk that is lying over water. Based on that information, is the claim A girl might fall off a tree. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1632,0,"The boy in pajama pants jumps off the sofa. Based on that information, is the claim The boy is jumping up ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1633,1,"Two kids running past a dinosaur in the woods. Based on that information, is the claim Some children in the forest pass by a plastic triceratops. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1634,2,"A drummer wearing a plaid shirt, jeans, and a purple had bangs his drum. Based on that information, is the claim A trumpeter practices for an orchestra. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1635,1,"The man in white is playing basketball against the man in blue. Based on that information, is the claim The team wearing white is winning the game. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1636,1,"Two identical brown dogs side by side holding something white in both their mouths. Based on that information, is the claim Two twin pups holding onto the same bone. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1637,1,"Five boys in blue shirts drawing at a table. Based on that information, is the claim The boys are working on an art project. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1638,2,"A man in a red raincoat is looking to the opposite site of the camera. Based on that information, is the claim A man is in a dress and has a laptop in front of him ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1639,1,"Man jumping over a rusty fence on a blue bicycle. Based on that information, is the claim Man jumping over the fence on his bicycle trying to escape from the dog. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1640,0,"Two girls playing catch on a lawn Based on that information, is the claim Children playing a game on green grass. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1641,2,"A woman in a black hooded sweatshirt walking with a large dog. Based on that information, is the claim A woman giving her dog a bath ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1642,0,"A group of people are ice skating in a big city. Based on that information, is the claim The people are outside skating. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1643,2,"A girl wearing a knit cap, gloves, winter jacket, snow pants and boots stands by a frozen waterfall, with a metal pole by her side. Based on that information, is the claim A boy is near a waterfall. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1644,-1,"A Young girl wearing a blue ski cap and red and gray two tone jacket stands between two bits of ice. Based on that information, is the claim A young girl in a while jacket is standing in a winter landscape. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
1645,2,"A woman plays guitar for tips. Based on that information, is the claim music can be learn by litsen ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1646,1,"a woman and a child both wearing red outfits walking up a street Based on that information, is the claim A mother and child walking up a street ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1647,0,"Security officer working outside. Based on that information, is the claim A security officer is outside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",35
1648,1,"The cyclist rides on a wooded path. Based on that information, is the claim The cyclist rides quickly alone on a wooded path ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1649,2,"African woman walking through field. Based on that information, is the claim The brazilian woman is walking through the desert. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1650,2,"An African person standing in a wheat field. Based on that information, is the claim A person standing in a corn field. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1651,0,"a wet golden retriever is walking through a lake Based on that information, is the claim A wet golden retriever is in a lake. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1652,1,"Many people sit, some stand outside of a large brick building. Based on that information, is the claim people are protesting outside of an abortion clinic ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1653,2,"A man wearing red sunglasses is carrying two cameras. Based on that information, is the claim The man has blue sunglasses. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1654,0,"Two women walking near some trees in warm, dark-colored garments, one with a hat, one with an upraised collar. Based on that information, is the claim two women walk ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1655,1,"A barefoot man in an orange shirt, shorts, and a baseball cap is sitting on the open tailgate of a silver pickup truck. Based on that information, is the claim A man's car broke down. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1656,1,"A man walks by a building at night. Based on that information, is the claim A man is in the city. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1657,1,"A person is sitting on the edge of a rock cliff. Based on that information, is the claim A person was thinking about jumping off a rock cliff. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1658,1,"A man, boy and a white dog are looking at a display of postcards. Based on that information, is the claim A man has his boy and his dog out enjoying time spent together while shopping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
1659,2,"Here is a picture of a man waiting for the bus to pick him up and he is hiding his face. Based on that information, is the claim The man is driving himself somewhere. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1660,2,"A man dressed in a light blue shirt dumping items from a bin into another bin, while standing in a room full of food donations. Based on that information, is the claim Foods are not stored in room by a man. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1661,1,"Two children work together on a project at a table. Based on that information, is the claim Two kids are making a model. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1662,0,"A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices. Based on that information, is the claim A man in rubber boots and a work apron is rubbing his face in between pulling floating objects. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",70
1663,2,"A worker is preparing fish to be sold at a market. Based on that information, is the claim A person is on a boat fishing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1664,2,"A man with an afro and bandanna playing electric guitar. Based on that information, is the claim the guy with the afro is eating spinach ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1665,1,"A man wearing a striped shirt has a camera slung over his shoulder. Based on that information, is the claim The photographer is well dressed and carries a camera. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1666,2,"A young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures. Based on that information, is the claim Young women are surfing in the ocean. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1667,1,"A bird is perched on a line of some sort attached to a pole. Based on that information, is the claim A bird is wallowing on a pole. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1668,2,"A young boy wearing a suit and top hat is holding hands with a girl in a green dress. Based on that information, is the claim the people are dying of old age ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1669,2,"a boy in a beige shirt is sleeping in a car. Based on that information, is the claim A giraffe is on a chair ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1670,0,"Two boys in front of a soda machine. Based on that information, is the claim Two boys are at a machine. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1671,1,"A group of people examine a boat with an orange flag that is sitting on sand next to a body of water. Based on that information, is the claim People sit on a beach to tan. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1672,2,"Man walking a small pug. Based on that information, is the claim The man is walking a large pitbull. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1673,0,"Three people sitting on a table, one woman is speaking, and people are listening to them. Based on that information, is the claim Two people are listening to the other person on the table speak. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1674,1,"A child hugs a birdhouse. Based on that information, is the claim An insane child hugs a birdhouse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1675,0,"The young lady is giving the old man a hug. Based on that information, is the claim The lady is giving the old man a hug. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1676,1,"Three people posing for a camera Based on that information, is the claim There are people making different poses. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1677,1,"An Asian woman dressed in a black blouse and knee length pants is waling across a wet street holding a collapsed umbrella. Based on that information, is the claim A tall person in a blouse ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1678,1,"Man in plaid shirt sings into microphone while playing an acoustic guitar. Based on that information, is the claim A man is at a concert playing for a large crowd. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1679,0,"A couple stands at the top of a flight of outdoor stairs kissing one another. Based on that information, is the claim A couple stands near some stairs. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1680,1,"A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street. Based on that information, is the claim A man and woman just got engaged ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1681,2,"A little boy watches from his stroller as an older boy with a yellow balloon wanders a few steps away in a fair like setting. Based on that information, is the claim A boy has a white balloon. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1682,2,"A female covering her face in laughter at the dinner table. Based on that information, is the claim A woman sits silently. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1683,2,"Walkers on a concrete boardwalk under a blue sky. Based on that information, is the claim walkers inside the mall ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1684,0,"A young african boy skipping rocks. Based on that information, is the claim There's a young boy with rocks in hand. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1685,2,"A dog hides in the tall grasses along a rocky shore Based on that information, is the claim The dog is at home with his owner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1686,1,"A man wearing a blue lab coat, safety glasses, and gloves is working at a small machine with a large computer screen. Based on that information, is the claim The man is doing science. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1687,0,"While two students are jumping, others in a classroom are sitting or standing. Based on that information, is the claim Two students jumping in a class. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1688,2,"A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag. Based on that information, is the claim The photo was of two men. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",67
1689,1,"A woman runs on the beach. Based on that information, is the claim A runner is working out on the sand. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1690,1,"Businessman walking as two arrows point to him. Based on that information, is the claim A man is walking near an archery range. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1691,1,"A woman in a white and red basketball uniform with the number fifteen on her chest prepares to shoot a free throw. Based on that information, is the claim A woman prepares to shoot a free throw at the Staples Center. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
1692,1,"Man playing a game with a young girl. Based on that information, is the claim The man and the young girl are having fun. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1693,1,"Two people are playing wiffle ball in a suburban area. Based on that information, is the claim A man and a woman are playing together. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1694,1,"Two people playing badminton. Based on that information, is the claim A man and a woman playing badminton. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1695,2,"Two women wearing ballerina attire are conversing with one another. Based on that information, is the claim Two football players are talking. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1696,1,"An old man holds up a sign. Based on that information, is the claim A man is working. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1697,0,"Several bicyclers are carrying their bikes up a grassy hill. Based on that information, is the claim People carrying bikes. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1698,2,"Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs. Based on that information, is the claim A man in a purple suit is dumping a bucket of water over his head. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1699,1,"A cart of large water containers is in front of two women who are standing as well as two women who are walking down the street. Based on that information, is the claim The cart of water is for children. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1700,0,"Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center. Based on that information, is the claim men using metal rods ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1701,0,"A helmeted male airborne on a bike on a dirt road. Based on that information, is the claim A man ridding his bike. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1702,0,"People are riding their bikes down a road. Based on that information, is the claim People have bikes. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1703,2,"A man walks past an arch in an old gothic style building. Based on that information, is the claim The man is in a submarine ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
